STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Haswell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.39435317 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region csr,Group 1 Raw,UOPS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,Core 28,Core 29,Core 30,Core 31,
TABLE,Region csr,Group 1 Metric STAT,UOPS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,83.3285,2.3734,2.8263,2.6040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime unhalted [s] STAT,94.5758,2.7222,3.1899,2.9555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock [MHz] STAT,82510.8475,2572.7679,2583.7619,2578.4640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI STAT,44.0733,1.3436,1.4054,1.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issued UOPs STAT,187355773000,5283688000,6493683000,5.854868e+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merged UOPs STAT,255330396,7343372,8653429,7.979075e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executed UOPs STAT,191717297000,5209851000,6826866000,5.991166e+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retired UOPs STAT,205773996000,5858857000,7070388000,6430437375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
