thread,m,n,p,shape,N,density,time
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.041780
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.041462
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.039938
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.044249
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040732
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.042924
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040323
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.043535
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.042647
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040644
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.039502
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.038831
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040440
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040500
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040596
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.039700
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040679
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040728
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.038514
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.041487
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040280
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040521
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040933
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.041736
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.038609
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.043304
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040923
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.165243
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.204737
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166196
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.169834
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.164741
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166380
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.162997
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166287
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166020
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.206433
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.199548
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.205139
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.164474
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.200266
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.164623
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.163590
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.163958
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.165928
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.165226
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.017622
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.006732
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.008494
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.007123
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.007683
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.006809
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.010184
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.006690
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.006456
32, 2000, 100, 2000,20.000000, 400000000, 0.250000, 0.009056
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.007525
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.012275
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.008895
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.008173
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.007107
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.011794
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.006647
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.014250
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.006559
32, 2000, 100, 2000,20.000000, 400000000, 0.500000, 0.006182
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.008139
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.006495
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.006514
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.010250
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.007060
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.011876
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.012136
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.008694
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.010617
32, 2000, 100, 2000,20.000000, 400000000, 0.750000, 0.006650
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.015550
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.006634
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.006372
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.010170
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.006292
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.006644
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.011514
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.010117
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.007025
32, 2000, 100, 2000,20.000000, 400000000, 1.000000, 0.011682
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040896
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.038738
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040394
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.038678
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.038458
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040220
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040201
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040357
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.039921
32, 2000, 1000, 2000,2.000000, 4000000000, 0.250000, 0.040168
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040731
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.038548
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.038278
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.041200
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040180
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040724
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.042901
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.045615
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.043542
32, 2000, 1000, 2000,2.000000, 4000000000, 0.500000, 0.040559
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040438
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.040275
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.041251
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.041811
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.042260
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.042849
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.051364
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.038463
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.039977
32, 2000, 1000, 2000,2.000000, 4000000000, 0.750000, 0.044785
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040302
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040195
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040355
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040192
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040322
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.039725
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.041008
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.042461
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.043050
32, 2000, 1000, 2000,2.000000, 4000000000, 1.000000, 0.040544
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.167470
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166115
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.200961
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166007
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.167513
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.163516
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.164062
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.163825
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.166086
32, 2000, 5000, 2000,0.400000, 20000000000, 0.250000, 0.163531
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.163151
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.162927
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.164679
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.167014
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.168564
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.166610
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.171683
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.172187
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.163837
32, 2000, 5000, 2000,0.400000, 20000000000, 0.500000, 0.163849
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.163392
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.198503
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.167732
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.167127
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.204989
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.163804
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.170377
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.165668
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.164593
32, 2000, 5000, 2000,0.400000, 20000000000, 0.750000, 0.164910
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.205881
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.168098
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.163617
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.162963
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.165569
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.199289
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.163396
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.166629
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.202098
32, 2000, 5000, 2000,0.400000, 20000000000, 1.000000, 0.176527
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012531
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.023248
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012865
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.015454
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.013051
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.014102
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012545
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012387
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.011827
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012157
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.013980
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.015834
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012137
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012151
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.014458
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.015415
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.014526
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.015574
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012325
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.011797
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012571
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012229
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012144
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.016328
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012210
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.017018
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.015250
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.013946
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012809
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012484
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.020840
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.015752
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012434
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.014706
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012024
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.014980
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.018357
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.015894
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012083
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.013006
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.085319
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.087061
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.087421
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.087245
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.103048
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.091702
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.088277
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.110478
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.085619
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.086137
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.113616
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.114043
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.113695
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.089115
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.086320
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.087382
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.112700
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.087016
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.088611
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.085417
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.103068
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.089006
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.088201
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.087507
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.085535
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012170
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.014253
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012342
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.015361
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012519
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.013878
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.012221
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.016860
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.016756
32, 3000, 100, 3000,30.000000, 900000000, 0.250000, 0.021303
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012341
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.015295
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012210
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012349
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.016183
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.018789
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012717
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.012383
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.015169
32, 3000, 100, 3000,30.000000, 900000000, 0.500000, 0.011884
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012472
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.016898
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.011978
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.015171
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.013701
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.015206
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.016022
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.011900
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.020790
32, 3000, 100, 3000,30.000000, 900000000, 0.750000, 0.012455
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012263
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012254
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.018710
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012804
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012258
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012590
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012730
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.017114
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.018857
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.017689
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.088585
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.086768
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.085912
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.087301
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.086097
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.086453
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.090373
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.085606
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.089402
32, 3000, 1000, 3000,3.000000, 9000000000, 0.250000, 0.086384
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.087235
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.101897
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.095948
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.088357
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.088449
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.086476
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.109065
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.086434
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.088615
32, 3000, 1000, 3000,3.000000, 9000000000, 0.500000, 0.089611
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.089059
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.087549
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.088315
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.086918
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.087773
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.087108
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.086671
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.088965
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.085249
32, 3000, 1000, 3000,3.000000, 9000000000, 0.750000, 0.085548
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.085949
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.085020
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.087307
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.087492
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.089539
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.088580
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.088166
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.090811
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.087293
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.086711
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.437675
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.421728
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.433849
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.411120
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.433123
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.428642
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.442411
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.421071
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.430056
32, 3000, 5000, 3000,0.600000, 45000000000, 0.250000, 0.397707
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.427413
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.410621
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.405183
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.418993
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.427660
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.424417
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.405375
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.412433
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.414398
32, 3000, 5000, 3000,0.600000, 45000000000, 0.500000, 0.461441
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.418471
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.420735
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.444253
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.413626
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.433160
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.432907
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.419902
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.406828
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.398327
32, 3000, 5000, 3000,0.600000, 45000000000, 0.750000, 0.433576
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.426974
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.429484
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.018932
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012744
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.019142
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.014104
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012635
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.018486
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.013698
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.016731
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012798
32, 3000, 100, 3000,30.000000, 900000000, 1.000000, 0.012218
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.086191
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.113459
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.087618
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.086792
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.086820
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.090510
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.088411
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.088250
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.088755
32, 3000, 1000, 3000,3.000000, 9000000000, 1.000000, 0.087308
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.428684
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.427217
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.480725
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.418454
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.404933
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.412499
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.439352
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.420871
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.407726
32, 3000, 5000, 3000,0.600000, 45000000000, 1.000000, 0.430413
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.025521
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.023568
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.023343
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.026749
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.023643
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.024042
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.024296
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.024355
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.025680
32, 4000, 100, 4000,40.000000, 1600000000, 1.000000, 0.027195
32, 4000, 1000, 4000,4.000000, 16000000000, 1.000000, 0.148787
32, 4000, 1000, 4000,4.000000, 16000000000, 1.000000, 0.152195
