STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Haswell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.394350792 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region csr,Group 1 Raw,UOPS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,Core 28,Core 29,Core 30,Core 31,
TABLE,Region csr,Group 1 Metric STAT,UOPS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,31.3721,0.7646,1.2289,0.9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime unhalted [s] STAT,38.0177,0.5436,1.4524,1.1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock [MHz] STAT,82325.7093,2565.6577,2578.1243,2572.6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI STAT,80.3697,2.2786,2.7844,2.5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issued UOPs STAT,64833718200,964531200,2493497000,2.026054e+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merged UOPs STAT,252502562,3960618,8655030,7.890705e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executed UOPs STAT,45919298500,737328500,1766808000,1.434978e+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retired UOPs STAT,65644058700,986251700,2520139000,2.051377e+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
